"activity_id","student_id","date","type","note"
646702,6702,"2011-05-07T11:57:36-07:00","Phone","<p>Lorem ipsum dolor sit amet, consectetur adipiscing elit. Idemne potest esse dies saepius, qui semel fuit? Mihi enim satis est, ipsis non satis. Tu autem, si tibi illa probabantur, cur non propriis verbis ea tenebas? Ut placet, inquit, etsi enim illud erat aptius, aequum cuique concedere. Apud imperitos tum illa dicta sunt, aliquid etiam coronae datum; Sed utrum hortandus es nobis, Luci, inquit, an etiam tua sponte propensus es? Amicitiae vero locus ubi esse potest aut quis amicus esse cuiquam, quem non ipsum amet propter ipsum? </p>"
656702,6702,"2010-04-14T05:28:54-07:00","Email","<p>Lorem ipsum dolor sit amet, consectetur adipiscing elit. Quae tamen a te agetur non melior, quam illae sunt, quas interdum optines. Si sapiens, ne tum quidem miser, cum ab Oroete, praetore Darei, in crucem actus est. Illo enim addito iuste fit recte factum, per se autem hoc ipsum reddere in officio ponitur. Duo Reges: constructio interrete. Itaque si aut requietem natura non quaereret aut eam posset alia quadam ratione consequi. Ex quo intellegitur officium medium quiddam esse, quod neque in bonis ponatur neque in contrariis. Quamquam id quidem, infinitum est in hac urbe; Amicitiam autem adhibendam esse censent, quia sit ex eo genere, quae prosunt. </p>"
66864,864,"2010-11-04T10:59:56-07:00","Email","<p>Lorem ipsum dolor sit amet, consectetur adipiscing elit. Quis est enim, in quo sit cupiditas, quin recte cupidus dici possit? Quam vellem, inquit, te ad Stoicos inclinavisses! erat enim, si cuiusquam, certe tuum nihil praeter virtutem in bonis ducere. Ergo hoc quidem apparet, nos ad agendum esse natos. Quid enim necesse est, tamquam meretricem in matronarum coetum, sic voluptatem in virtutum concilium adducere? </p>"
67864,864,"2010-07-03T21:32:41-07:00","Email","<p>Lorem ipsum dolor sit amet, consectetur adipiscing elit. Hoc est vim afferre, Torquate, sensibus, extorquere ex animis cognitiones verborum, quibus inbuti sumus. Ac ne plura complectar-sunt enim innumerabilia-, bene laudata virtus voluptatis aditus intercludat necesse est. Qui si ea, quae dicit, ita sentiret, ut verba significant, quid inter eum et vel Pyrrhonem vel Aristonem interesset? Quodcumque in mentem incideret, et quodcumque tamquam occurreret. Nos paucis ad haec additis finem faciamus aliquando; Quamquam in hac divisione rem ipsam prorsus probo, elegantiam desidero. Duo Reges: constructio interrete. Sin dicit obscurari quaedam nec apparere, quia valde parva sint, nos quoque concedimus; </p>"
68864,864,"2011-09-22T01:40:15-07:00","Drop-in","<p>Lorem ipsum dolor sit amet, consectetur adipiscing elit. Qui autem voluptate vitam effici beatam putabit, qui sibi is conveniet, si negabit voluptatem crescere longinquitate? An eum discere ea mavis, quae cum plane perdidiceriti nihil sciat? Quem enim ardorem studii censetis fuisse in Archimede, qui dum in pulvere quaedam describit attentius, ne patriam quidem captam esse senserit? Duo Reges: constructio interrete. An, partus ancillae sitne in fructu habendus, disseretur inter principes civitatis, P. Cur id non ita fit? Restincta enim sitis stabilitatem voluptatis habet, inquit, illa autem voluptas ipsius restinctionis in motu est. Duae sunt enim res quoque, ne tu verba solum putes. Praeclare enim Plato: Beatum, cui etiam in senectute contigerit, ut sapientiam verasque opiniones assequi possit. Sin autem ad animum, falsum est, quod negas animi ullum esse gaudium, quod non referatur ad corpus. Cetera illa adhibebat, quibus demptis negat se Epicurus intellegere quid sit bonum. Aliter homines, aliter philosophos loqui putas oportere? Atque ab isto capite fluere necesse est omnem rationem bonorum et malorum. Sint ista Graecorum; Quasi vero aut concedatur in omnibus stultis aeque magna esse vitia, et eadem inbecillitate et inconstantia L. </p>"
69864,864,"2011-05-07T10:08:38-07:00","Email","<p>Lorem ipsum dolor sit amet, consectetur adipiscing elit. Quid, quod homines infima fortuna, nulla spe rerum gerendarum, opifices denique delectantur historia? Magni enim aestimabat pecuniam non modo non contra leges, sed etiam legibus partam. Isto modo ne improbos quidem, si essent boni viri. Tollenda est atque extrahenda radicitus. Est tamen ea secundum naturam multoque nos ad se expetendam magis hortatur quam superiora omnia. Fortasse id optimum, sed ubi illud: Plus semper voluptatis? Duo Reges: constructio interrete. Quae est quaerendi ac disserendi, quae logikh dicitur, iste vester plane, ut mihi quidem videtur, inermis ac nudus est. Nummus in Croesi divitiis obscuratur, pars est tamen divitiarum. Primum non saepe, deinde quae est ista relaxatio, cum et praeteriti doloris memoria recens est et futuri atque inpendentis torquet timor? Temporibus autem quibusdam et aut officiis debitis aut rerum necessitatibus saepe eveniet, ut et voluptates repudiandae sint et molestiae non recusandae. </p>"
70864,864,"2010-07-10T15:29:06-07:00","Phone","<p>Lorem ipsum dolor sit amet, consectetur adipiscing elit. Nummus in Croesi divitiis obscuratur, pars est tamen divitiarum. Sed non alienum est, quo facilius vis verbi intellegatur, rationem huius verbi faciendi Zenonis exponere. Si quicquam extra virtutem habeatur in bonis. Quid, si reviviscant Platonis illi et deinceps qui eorum auditores fuerunt, et tecum ita loquantur? Quia nec honesto quic quam honestius nec turpi turpius. </p>"
71287,287,"2011-01-01T18:50:33-08:00","Phone","<p>Lorem ipsum dolor sit amet, consectetur adipiscing elit. Semovenda est igitur voluptas, non solum ut recta sequamini, sed etiam ut loqui deceat frugaliter. Et quod est munus, quod opus sapientiae? Sed ego in hoc resisto; Si autem id non concedatur, non continuo vita beata tollitur. Quamquam ab iis philosophiam et omnes ingenuas disciplinas habemus; Ita ceterorum sententiis semotis relinquitur non mihi cum Torquato, sed virtuti cum voluptate certatio. Equidem in omnibus istis conclusionibus hoc putarem philosophia nobisque dignum, et maxime, cum summum bonum quaereremus, vitam nostram, consilia, voluntates, non verba corrigi. Ergo et avarus erit, sed finite, et adulter, verum habebit modum, et luxuriosus eodem modo. Duo Reges: constructio interrete. </p>"
72287,287,"2011-04-11T05:51:31-07:00","Phone","<p>Lorem ipsum dolor sit amet, consectetur adipiscing elit. At modo dixeras nihil in istis rebus esse, quod interesset. Ita finis bonorum existit secundum naturam vivere sic affectum, ut optime is affici possit ad naturamque accommodatissime. His singulis copiose responderi solet, sed quae perspicua sunt longa esse non debent. Placet igitur tibi, Cato, cum res sumpseris non concessas, ex illis efficere, quod velis? Iubet igitur nos Pythius Apollo noscere nosmet ipsos. Duo Reges: constructio interrete. Cave putes quicquam esse verius. Sed haec nihil sane ad rem; Me igitur ipsum ames oportet, non mea, si veri amici futuri sumus. </p>"
73287,287,"2011-03-14T03:05:46-07:00","Phone","<p>Lorem ipsum dolor sit amet, consectetur adipiscing elit. Quod vestri quidem vel optime disputant, nihil opus esse eum, qui philosophus futurus sit, scire litteras. Huic mori optimum esse propter desperationem sapientiae, illi propter spem vivere. Te enim iudicem aequum puto, modo quae dicat ille bene noris. Quocirca intellegi necesse est in ipsis rebus, quae discuntur et cognoscuntur, invitamenta inesse, quibus ad discendum cognoscendumque moveamur. Ratio ista, quam defendis, praecepta, quae didicisti, quae probas, funditus evertunt amicitiam, quamvis eam Epicurus, ut facit, in caelum efferat laudibus. Quae similitudo in genere etiam humano apparet. Duo Reges: constructio interrete. Quid enim me prohiberet Epicureum esse, si probarem, quae ille diceret? Cur fortior sit, si illud, quod tute concedis, asperum et vix ferendum putabit? Qui igitur convenit ab alia voluptate dicere naturam proficisci, in alia summum bonum ponere? </p>"
74287,287,"2010-09-03T16:34:12-07:00","Phone","<p>Lorem ipsum dolor sit amet, consectetur adipiscing elit. Quae enim cupiditates a natura proficiscuntur, facile explentur sine ulla iniuria, quae autem inanes sunt, iis parendum non est. Dicam, inquam, et quidem discendi causa magis, quam quo te aut Epicurum reprehensum velim. Et hanc quidem primam exigam a te operam, ut audias me quae a te dicta sunt refellentem. Ait enim se, si uratur, Quam hoc suave! dicturum. Duo Reges: constructio interrete. Nunc dicam de voluptate, nihil scilicet novi, ea tamen, quae te ipsum probaturum esse confidam. Quia nec honesto quic quam honestius nec turpi turpius. Num igitur utiliorem tibi hunc Triarium putas esse posse, quam si tua sint Puteolis granaria? Quid censes in Latino fore? Tenesne igitur, inquam, Hieronymus Rhodius quid dicat esse summum bonum, quo putet omnia referri oportere? Hinc ceteri particulas arripere conati suam quisque videro voluit afferre sententiam. Piso, familiaris noster, et alia multa et hoc loco Stoicos irridebat: Quid enim? </p>"
75287,287,"2011-06-06T07:27:58-07:00","Phone","<p>Lorem ipsum dolor sit amet, consectetur adipiscing elit. Nullum inveniri verbum potest quod magis idem declaret Latine, quod Graece, quam declarat voluptas. Videmus in quodam volucrium genere non nulla indicia pietatis, cognitionem, memoriam, in multis etiam desideria videmus. Consequentia exquirere, quoad sit id, quod volumus, effectum. Potius inflammat, ut coercendi magis quam dedocendi esse videantur. Est autem etiam actio quaedam corporis, quae motus et status naturae congruentis tenet; Duo Reges: constructio interrete. Stoici restant, ei quidem non unam aliquam aut alteram rem a nobis, sed totam ad se nostram philosophiam transtulerunt; Itaque, ne si iucundissimis quidem nos somniis usuros putemus, Endymionis somnum nobis velimus dari, idque si accidat, mortis instar putemus. Quid interest, nisi quod ego res notas notis verbis appello, illi nomina nova quaerunt, quibus idem dicant? Cum sciret confestim esse moriendum eamque mortem ardentiore studio peteret, quam Epicurus voluptatem petendam putat. </p>"
765471,5471,"2011-08-15T22:29:12-07:00","Phone","<p>Lorem ipsum dolor sit amet, consectetur adipiscing elit. Nunc vero a primo quidem mirabiliter occulta natura est nec perspici nec cognosci potest. In eo autem voluptas omnium Latine loquentium more ponitur, cum percipitur ea, quae sensum aliquem moveat, iucunditas. Nec vero pietas adversus deos nec quanta iis gratia debeatur sine explicatione naturae intellegi potest. Se dicere inter honestum et turpe nimium quantum, nescio quid inmensum, inter ceteras res nihil omnino interesse. Bonum incolumis acies: misera caecitas. Aliter enim nosmet ipsos nosse non possumus. Tu enim ista lenius, hic Stoicorum more nos vexat. Duo Reges: constructio interrete. Hoc unum Aristo tenuit: praeter vitia atque virtutes negavit rem esse ullam aut fugiendam aut expetendam. </p>"
775471,5471,"2010-08-03T17:19:47-07:00","Phone","<p>Lorem ipsum dolor sit amet, consectetur adipiscing elit. Quod non faceret, si in voluptate summum bonum poneret. Quid ad utilitatem tantae pecuniae? Etsi ea quidem, quae adhuc dixisti, quamvis ad aetatem recte isto modo dicerentur. Quam illa ardentis amores excitaret sui! Cur tandem? Qui autem de summo bono dissentit de tota philosophiae ratione dissentit. Duo Reges: constructio interrete. Videmusne ut pueri ne verberibus quidem a contemplandis rebus perquirendisque deterreantur? Si ista mala sunt, in quae potest incidere sapiens, sapientem esse non esse ad beate vivendum satis. Etsi ea quidem, quae adhuc dixisti, quamvis ad aetatem recte isto modo dicerentur. Sin aliud quid voles, postea. Cum id quoque, ut cupiebat, audivisset, evelli iussit eam, qua erat transfixus, hastam. </p>"
785471,5471,"2011-01-19T21:06:17-08:00","Phone","<p>Lorem ipsum dolor sit amet, consectetur adipiscing elit. Nunc de hominis summo bono quaeritur; Si stante, hoc natura videlicet vult, salvam esse se, quod concedimus; Et quidem Arcesilas tuus, etsi fuit in disserendo pertinacior, tamen noster fuit; Quis suae urbis conservatorem Codrum, quis Erechthei filias non maxime laudat? Duo Reges: constructio interrete. Quod quidem nobis non saepe contingit. Quid de Platone aut de Democrito loquar? Eiuro, inquit adridens, iniquum, hac quidem de re; Naturales divitias dixit parabiles esse, quod parvo esset natura contenta. Quid enim mihi potest esse optatius quam cum Catone, omnium virtutum auctore, de virtutibus disputare? Quis, quaeso, illum negat et bonum virum et comem et humanum fuisse? </p>"
795471,5471,"2010-09-02T18:19:42-07:00","Drop-in","<p>Lorem ipsum dolor sit amet, consectetur adipiscing elit. Unum nescio, quo modo possit, si luxuriosus sit, finitas cupiditates habere. Illa enim, quae prosunt aut quae nocent, aut bona sunt aut mala, quae sint paria necesse est. Negat esse eam, inquit, propter se expetendam. Praeterea et appetendi et refugiendi et omnino rerum gerendarum initia proficiscuntur aut a voluptate aut a dolore. </p>"
805471,5471,"2011-08-31T10:58:30-07:00","Drop-in","<p>Lorem ipsum dolor sit amet, consectetur adipiscing elit. Quaesita enim virtus est, non quae relinqueret naturam, sed quae tueretur. Cenasti in vita numquam bene, cum omnia in ista Consumis squilla atque acupensere cum decimano. Invidiosum nomen est, infame, suspectum. Quamquam haec quidem praeposita recte et reiecta dicere licebit. His similes sunt omnes, qui virtuti student levantur vitiis, levantur erroribus, nisi forte censes Ti. In eo autem voluptas omnium Latine loquentium more ponitur, cum percipitur ea, quae sensum aliquem moveat, iucunditas. Duo Reges: constructio interrete. Quare hoc videndum est, possitne nobis hoc ratio philosophorum dare. Quod quidem iam fit etiam in Academia. Quae fere omnia appellantur uno ingenii nomine, easque virtutes qui habent, ingeniosi vocantur. Verum esto: verbum ipsum voluptatis non habet dignitatem, nec nos fortasse intellegimus. Restatis igitur vos; Mihi quidem Homerus huius modi quiddam vidisse videatur in iis, quae de Sirenum cantibus finxerit. </p>"
819336,9336,"2010-10-11T00:50:20-07:00","Phone","<p>Lorem ipsum dolor sit amet, consectetur adipiscing elit. Cui Tubuli nomen odio non est? Quid, si etiam iucunda memoria est praeteritorum malorum? Hoc etsi multimodis reprehendi potest, tamen accipio, quod dant. Quippe, inquieta cum tam docuerim gradus istam rem non habere quam virtutem, in qua sit ipsum etíam beatum. Duo Reges: constructio interrete. Tum Piso: Atqui, Cicero, inquit, ista studia, si ad imitandos summos viros spectant, ingeniosorum sunt; Hoc est dicere: Non reprehenderem asotos, si non essent asoti. Est igitur officium eius generis, quod nec in bonis ponatur nec in contrariis. Sin dicit obscurari quaedam nec apparere, quia valde parva sint, nos quoque concedimus; Et quidem illud ipsum non nimium probo et tantum patior, philosophum loqui de cupiditatibus finiendis. Et nunc quidem quod eam tuetur, ut de vite potissimum loquar, est id extrinsecus; Praetereo multos, in bis doctum hominem et suavem, Hieronymum, quem iam cur Peripateticum appellem nescio. </p>"
829336,9336,"2010-01-27T04:43:03-08:00","Email","<p>Lorem ipsum dolor sit amet, consectetur adipiscing elit. Erillus autem ad scientiam omnia revocans unum quoddam bonum vidit, sed nec optimum nec quo vita gubernari possit. Tenesne igitur, inquam, Hieronymus Rhodius quid dicat esse summum bonum, quo putet omnia referri oportere? Omnes enim iucundum motum, quo sensus hilaretur. Etsi qui potest intellegi aut cogitari esse aliquod animal, quod se oderit? Atqui iste locus est, Piso, tibi etiam atque etiam confirmandus, inquam; Duo Reges: constructio interrete. Itaque et manendi in vita et migrandi ratio omnis iis rebus, quas supra dixi, metienda. Negat enim summo bono afferre incrementum diem. Ego vero isti, inquam, permitto. Nihil sane. </p>"
839336,9336,"2011-05-22T08:27:39-07:00","Drop-in","<p>Lorem ipsum dolor sit amet, consectetur adipiscing elit. Nam cum Academicis incerta luctatio est, qui nihil affirmant et quasi desperata cognitione certi id sequi volunt, quodcumque veri simile videatur. Dicet pro me ipsa virtus nec dubitabit isti vestro beato M. Nam si quae sunt aliae, falsum est omnis animi voluptates esse e corporis societate. Itaque si aut requietem natura non quaereret aut eam posset alia quadam ratione consequi. Ut optime, secundum naturam affectum esse possit. Proclivi currit oratio. Duo Reges: constructio interrete. </p>"
849336,9336,"2010-11-20T23:36:35-08:00","Drop-in","<p>Lorem ipsum dolor sit amet, consectetur adipiscing elit. Illa argumenta propria videamus, cur omnia sint paria peccata. Neque solum ea communia, verum etiam paria esse dixerunt. Portenta haec esse dicit, neque ea ratione ullo modo posse vivi; Ratio quidem vestra sic cogit. Ergo ita: non posse honeste vivi, nisi honeste vivatur? Duo Reges: constructio interrete. Quicquid porro animo cernimus, id omne oritur a sensibus; Quocirca intellegi necesse est in ipsis rebus, quae discuntur et cognoscuntur, invitamenta inesse, quibus ad discendum cognoscendumque moveamur. Nummus in Croesi divitiis obscuratur, pars est tamen divitiarum. Nam si propter voluptatem, quae est ista laus, quae possit e macello peti? </p>"
859336,9336,"2010-02-22T05:01:11-08:00","Phone","<p>Lorem ipsum dolor sit amet, consectetur adipiscing elit. Quod autem satis est, eo quicquid accessit, nimium est; Atqui eorum nihil est eius generis, ut sit in fine atque extrerno bonorum. At quicum ioca seria, ut dicitur, quicum arcana, quicum occulta omnia? At, illa, ut vobis placet, partem quandam tuetur, reliquam deserit. Quam vellem, inquit, te ad Stoicos inclinavisses! erat enim, si cuiusquam, certe tuum nihil praeter virtutem in bonis ducere. Ex quo intellegitur idem illud, solum bonum esse, quod honestum sit, idque esse beate vivere: honeste, id est cum virtute, vivere. </p>"
867509,7509,"2010-06-28T13:17:30-07:00","Email","<p>Lorem ipsum dolor sit amet, consectetur adipiscing elit. Cognitio autem haec est una nostri, ut vim corporis animique norimus sequamurque eam vitam, quae rebus iis ipsis perfruatur. Efficiens dici potest. Nam illud quidem adduci vix possum, ut ea, quae senserit ille, tibi non vera videantur. Aliam vero vim voluptatis esse, aliam nihil dolendi, nisi valde pertinax fueris, concedas necesse est. Levatio igitur vitiorum magna fit in iis, qui habent ad virtutem progressionis aliquantum. Nondum autem explanatum satis, erat, quid maxime natura vellet. Quod, inquit, quamquam voluptatibus quibusdam est saepe iucundius, tamen expetitur propter voluptatem. Duo Reges: constructio interrete. Est autem officium, quod ita factum est, ut eius facti probabilis ratio reddi possit. Teneo, inquit, finem illi videri nihil dolere. </p>"
877509,7509,"2010-01-15T22:47:50-08:00","Drop-in","<p>Lorem ipsum dolor sit amet, consectetur adipiscing elit. Quo minus animus a se ipse dissidens secumque discordans gustare partem ullam liquidae voluptatis et liberae potest. Sed non sunt in eo genere tantae commoditates corporis tamque productae temporibus tamque multae. Ego quoque, inquit, didicerim libentius si quid attuleris, quam te reprehenderim. Duo Reges: constructio interrete. Facile pateremur, qui etiam nunc agendi aliquid discendique causa prope contra naturam vígillas suscipere soleamus. </p>"
887509,7509,"2011-06-28T12:11:19-07:00","Drop-in","<p>Lorem ipsum dolor sit amet, consectetur adipiscing elit. Itaque sensibus rationem adiunxit et ratione effecta sensus non reliquit. Ut placet, inquit, etsi enim illud erat aptius, aequum cuique concedere. Quia dolori non voluptas contraria est, sed doloris privatio. Quia voluptatem hanc esse sentiunt omnes, quam sensus accipiens movetur et iucunditate quadam perfunditur. Apparet statim, quae sint officia, quae actiones. Duo Reges: constructio interrete. Sed ne, dum huic obsequor, vobis molestus sim. Illis videtur, qui illud non dubitant bonum dicere -; Nam si beatus umquam fuisset, beatam vitam usque ad illum a Cyro extructum rogum pertulisset. Ita enim vivunt quidam, ut eorum vita refellatur oratio. At enim iam dicitis virtutem non posse constitui, si ea, quae extra virtutem sint, ad beate vivendum pertineant. Quicquid enim a sapientia proficiscitur, id continuo debet expletum esse omnibus suis partibus; </p>"
897509,7509,"2010-08-28T08:10:49-07:00","Phone","<p>Lorem ipsum dolor sit amet, consectetur adipiscing elit. At, si voluptas esset bonum, desideraret. Amicitiae vero locus ubi esse potest aut quis amicus esse cuiquam, quem non ipsum amet propter ipsum? Duo Reges: constructio interrete. Mihi vero, inquit, placet agi subtilius et, ut ipse dixisti, pressius. Modo etiam paulum ad dexteram de via declinavi, ut ad Pericli sepulcrum accederem. Sed haec quidem liberius ab eo dicuntur et saepius. At cum tuis cum disseras, multa sunt audienda etiam de obscenis voluptatibus, de quibus ab Epicuro saepissime dicitur. Nam e quibus locis quasi thesauris argumenta depromerentur, vestri ne suspicati quidem sunt, superiores autem artificio et via tradiderunt. Habent enim et bene longam et satis litigiosam disputationem. Septem autem illi non suo, sed populorum suffragio omnium nominati sunt. Tria genera cupiditatum, naturales et necessariae, naturales et non necessariae, nec naturales nec necessariae. Cur fortior sit, si illud, quod tute concedis, asperum et vix ferendum putabit? </p>"
907509,7509,"2010-01-23T07:28:10-08:00","Drop-in","<p>Lorem ipsum dolor sit amet, consectetur adipiscing elit. Vide, ne etiam menses! nisi forte eum dicis, qui, simul atque arripuit, interficit. Duo Reges: constructio interrete. Modo etiam paulum ad dexteram de via declinavi, ut ad Pericli sepulcrum accederem. Gloriosa ostentatio in constituendo summo bono. Et ego: Piso, inquam, si est quisquam, qui acute in causis videre soleat quae res agatur. At negat Epicurus-hoc enim vestrum lumen estquemquam, qui honeste non vivat, iucunde posse vivere. Sed quoniam et advesperascit et mihi ad villam revertendum est, nunc quidem hactenus; Cuius similitudine perspecta in formarum specie ac dignitate transitum est ad honestatem dictorum atque factorum. Et hunc idem dico, inquieta sed ad virtutes et ad vitia nihil interesse. </p>"
911974,1974,"2011-09-28T20:10:33-07:00","Phone","<p>Lorem ipsum dolor sit amet, consectetur adipiscing elit. Commentarios quosdam, inquam, Aristotelios, quos hic sciebam esse, veni ut auferrem, quos legerem, dum essem otiosus; Fatebuntur Stoici haec omnia dicta esse praeclare, neque eam causam Zenoni desciscendi fuisse. Sunt etiam turpitudines plurimae, quae, nisi honestas natura plurimum valeat, cur non cadant in sapientem non est facile defendere. Ut in geometria, prima si dederis, danda sunt omnia. Quae fere omnia appellantur uno ingenii nomine, easque virtutes qui habent, ingeniosi vocantur. Ex ea difficultate illae fallaciloquae, ut ait Accius, malitiae natae sunt. Duo Reges: constructio interrete. Est tamen ea secundum naturam multoque nos ad se expetendam magis hortatur quam superiora omnia. </p>"
921974,1974,"2011-04-03T12:28:51-07:00","Email","<p>Lorem ipsum dolor sit amet, consectetur adipiscing elit. Nam nec vir bonus ac iustus haberi debet qui, ne malum habeat, abstinet se ab iniuria. Qua exposita scire cupio quae causa sit, cur Zeno ab hac antiqua constitutione desciverit, quidnam horum ab eo non sit probatum; Cur igitur, inquam, res tam dissimiles eodem nomine appellas? Intellegi quidem, ut propter aliam quampiam rem, verbi gratia propter voluptatem, nos amemus; Quid enim ab antiquis ex eo genere, quod ad disserendum valet, praetermissum est? Duo Reges: constructio interrete. </p>"
931974,1974,"2011-07-04T14:35:45-07:00","Drop-in","<p>Lorem ipsum dolor sit amet, consectetur adipiscing elit. Expectoque quid ad id, quod quaerebam, respondeas. Iam id ipsum absurdum, maximum malum neglegi. Non elogia monimentorum id significant, velut hoc ad portam: Hunc unum plurimae consentiunt gentes populi primarium fuisse virum. Nam memini etiam quae nolo, oblivisci non possum quae volo. Tum ille: Tu autem cum ipse tantum librorum habeas, quos hic tandem requiris? Obscura, inquit, quaedam esse confiteor, nec tamen ab illis ita dicuntur de industria, sed inest in rebus ipsis obscuritas. Nam et ille apud Trabeam voluptatem animi nimiam laetitiam dicit eandem, quam ille Caecilianus, qui omnibus laetitiis laetum esse se narrat. Duo Reges: constructio interrete. Polycratem Samium felicem appellabant. Idem iste, inquam, de voluptate quid sentit? Quod cum ita sit, perspicuum est omnis rectas res atque laudabilis eo referri, ut cum voluptate vivatur. Non quam nostram quidem, inquit Pomponius iocans; </p>"
941974,1974,"2011-03-05T22:32:31-08:00","Drop-in","<p>Lorem ipsum dolor sit amet, consectetur adipiscing elit. Sin kakan malitiam dixisses, ad aliud nos unum certum vitium consuetudo Latina traduceret. Sed id ne cogitari quidem potest quale sit, ut non repugnet ipsum sibi. </p>"
951974,1974,"2011-09-08T17:28:23-07:00","Email","<p>Lorem ipsum dolor sit amet, consectetur adipiscing elit. Non modo carum sibi quemque, verum etiam vehementer carum esse? Itaque mihi non satis videmini considerare quod iter sit naturae quaeque progressio. Nec vero ut voluptatem expetat, natura movet infantem, sed tantum ut se ipse diligat, ut integrum se salvumque velit. Addo etiam illud, multa iam mihi dare signa puerum et pudoris et ingenii, sed aetatem vides. Duo Reges: constructio interrete. Tantum dico, magis fuisse vestrum agere Epicuri diem natalem, quam illius testamento cavere ut ageretur. Eodem modo is enim tibi nemo dabit, quod, expetendum sit, id esse laudabile. Sed ad bona praeterita redeamus. Sextilio Rufo, cum is rem ad amicos ita deferret, se esse heredem Q. Hoc etsi multimodis reprehendi potest, tamen accipio, quod dant. Nec hoc ille non vidit, sed verborum magnificentia est et gloria delectatus. Nullum inveniri verbum potest quod magis idem declaret Latine, quod Graece, quam declarat voluptas. </p>"
967460,7460,"2010-09-24T08:54:19-07:00","Drop-in","<p>Lorem ipsum dolor sit amet, consectetur adipiscing elit. Mihi quidem Homerus huius modi quiddam vidisse videatur in iis, quae de Sirenum cantibus finxerit. Et non ex maxima parte de tota iudicabis? Cur ipse Pythagoras et Aegyptum lustravit et Persarum magos adiit? Tamen aberramus a proposito, et, ne longius, prorsus, inquam, Piso, si ista mala sunt, placet. Ex quo illud efficitur, qui bene cenent omnis libenter cenare, qui libenter, non continuo bene. Nam si beatus umquam fuisset, beatam vitam usque ad illum a Cyro extructum rogum pertulisset. Duo Reges: constructio interrete. Si quicquam extra virtutem habeatur in bonis. Quis enim potest ea, quae probabilia videantur ei, non probare? Atque ab his initiis profecti omnium virtutum et originem et progressionem persecuti sunt. </p>"
977460,7460,"2011-07-24T04:06:37-07:00","Drop-in","<p>Lorem ipsum dolor sit amet, consectetur adipiscing elit. Quae cum ita sint, effectum est nihil esse malum, quod turpe non sit. Cum enim summum bonum in voluptate ponat, negat infinito tempore aetatis voluptatem fieri maiorem quam finito atque modico. Et quidem Arcesilas tuus, etsi fuit in disserendo pertinacior, tamen noster fuit; Commoda autem et incommoda in eo genere sunt, quae praeposita et reiecta diximus; </p>"
987460,7460,"2010-05-24T10:44:33-07:00","Email","<p>Lorem ipsum dolor sit amet, consectetur adipiscing elit. Venit enim mihi Platonis in mentem, quem accepimus primum hic disputare solitum; Nam, ut saepe iam dixi, in infirma aetate inbecillaque mente vis naturae quasi per caliginem cernitur; Id quaeris, inquam, in quo, utrum respondero, verses te huc atque illuc necesse est. Et tamen tantis vectigalibus ad liberalitatem utens etiam sine hac Pyladea amicitia multorum te benivolentia praeclare tuebere et munies. Duo Reges: constructio interrete. Societatem coniunctionis humanae munifice et aeque tuens iustitia dicitur, cui sunt adiunctae pietas, bonitas, liberalitas, benignitas, comitas, quaeque sunt generis eiusdem. </p>"
997460,7460,"2011-06-02T16:25:59-07:00","Phone","<p>Lorem ipsum dolor sit amet, consectetur adipiscing elit. Id quaeris, inquam, in quo, utrum respondero, verses te huc atque illuc necesse est. Sin te auctoritas commovebat, nobisne omnibus et Platoni ipsi nescio quem illum anteponebas? Idemque diviserunt naturam hominis in animum et corpus. Miserum hominem! Si dolor summum malum est, dici aliter non potest. Sed ad illum redeo. Facit enim ille duo seiuncta ultima bonorum, quae ut essent vera, coniungi debuerunt; Duo Reges: constructio interrete. Intellegi quidem, ut propter aliam quampiam rem, verbi gratia propter voluptatem, nos amemus; Unum nescio, quo modo possit, si luxuriosus sit, finitas cupiditates habere. Aliis esse maiora, illud dubium, ad id, quod summum bonum dicitis, ecquaenam possit fieri accessio. Cum autem in quo sapienter dicimus, id a primo rectissime dicitur. Ut etiam contendant et elaborent, si efficere possint, ut aut non appareat corporis vitium aut quam minimum appareat? </p>"
1007460,7460,"2011-02-04T14:05:17-08:00","Email","<p>Lorem ipsum dolor sit amet, consectetur adipiscing elit. Tu autem negas fortem esse quemquam posse, qui dolorem malum putet. Nec vero umquam summum bonum assequi quisquam posset, si omnia illa, quae sunt extra, quamquam expetenda, summo bono continerentur. Hoc etsi multimodis reprehendi potest, tamen accipio, quod dant. Duo Reges: constructio interrete. Non prorsus, inquit, omnisque, qui sine dolore sint, in voluptate, et ea quidem summa, esse dico. Ergo adhuc, quantum equidem intellego, causa non videtur fuisse mutandi nominis. </p>"
