"case_id","student_id","date","type","title","description","author"
371974,1974,"2010-05-12T20:25:51-07:00","simple_case","Demo case","Lorem ipsum dolor sit amet, consectetur adipiscing elit. Sic igitur in homine perfectio ista in eo potissimum, quod est optimum, id est in virtute, laudatur. Et summatim quidem haec erant de corpore animoque dicenda, quibus quasi informatum est quid hominis natura postulet. Atque haec coniunctio confusioque virtutum tamen a philosophis ratione quadam distinguitur. Sin ea non neglegemus neque tamen ad finem summi boni referemus, non multum ab Erilli levitate aberrabimus. Primum quid tu dicis breve? Sin dicit obscurari quaedam nec apparere, quia valde parva sint, nos quoque concedimus; ","advisor1"
381974,1974,"2010-12-04T19:05:26-08:00","simple_case","Demo case","Lorem ipsum dolor sit amet, consectetur adipiscing elit. Superiores tres erant, quae esse possent, quarum est una sola defensa, eaque vehementer. Nummus in Croesi divitiis obscuratur, pars est tamen divitiarum. Atque ab his initiis profecti omnium virtutum et originem et progressionem persecuti sunt. Itaque non discedit ab eorum curatione, quibus praeposita vitam omnem debet gubernare, ut mirari satis istorum inconstantiam non possim. Duo Reges: constructio interrete. ","advisor1"
397460,7460,"2011-11-06T03:52:08-08:00","simple_case","Demo case","Lorem ipsum dolor sit amet, consectetur adipiscing elit. Immo istud quidem, inquam, quo loco quidque, nisi iniquum postulo, arbitratu meo. Sit ista in Graecorum levitate perversitas, qui maledictis insectantur eos, a quibus de veritate dissentiunt. Nos autem non solum beatae vitae istam esse oblectationem videmus, sed etiam levamentum miseriarum. Nam et complectitur verbis, quod vult, et dicit plane, quod intellegam; Duo Reges: constructio interrete. Nosti, credo, illud: Nemo pius est, qui pietatem-; Sed quid minus probandum quam esse aliquem beatum nec satis beatum? Deinde prima illa, quae in congressu solemus: Quid tu, inquit, huc? An eum discere ea mavis, quae cum plane perdidiceriti nihil sciat? Cui Tubuli nomen odio non est? ","advisor3"
407460,7460,"2010-11-24T03:24:47-08:00","simple_case","Demo case","Lorem ipsum dolor sit amet, consectetur adipiscing elit. Quae est quaerendi ac disserendi, quae logikh dicitur, iste vester plane, ut mihi quidem videtur, inermis ac nudus est. Quid igitur dubitamus in tota eius natura quaerere quid sit effectum? Iam doloris medicamenta illa Epicurea tamquam de narthecio proment: Si gravis, brevis; Beatus sibi videtur esse moriens. Quid, si non sensus modo ei sit datus, verum etiam animus hominis? Superiores tres erant, quae esse possent, quarum est una sola defensa, eaque vehementer. ","advisor2"
411582,1582,"2011-07-23T14:09:26-07:00","simple_case","Demo case","Lorem ipsum dolor sit amet, consectetur adipiscing elit. Quae est quaerendi ac disserendi, quae logikh dicitur, iste vester plane, ut mihi quidem videtur, inermis ac nudus est. Quid igitur dubitamus in tota eius natura quaerere quid sit effectum? Iam doloris medicamenta illa Epicurea tamquam de narthecio proment: Si gravis, brevis; Beatus sibi videtur esse moriens. Quid, si non sensus modo ei sit datus, verum etiam animus hominis? Superiores tres erant, quae esse possent, quarum est una sola defensa, eaque vehementer. ","advisor4"
421582,1582,"2010-01-26T20:19:44-08:00","simple_case","Demo case","Lorem ipsum dolor sit amet, consectetur adipiscing elit. Quis enim potest istis, quae te, ut ais, delectant, brevibus et acutis auditis de sententia decedere? Idem iste, inquam, de voluptate quid sentit? Non pugnem cum homine, cur tantum habeat in natura boni; Nec vero intermittunt aut admirationem earum rerum, quae sunt ab antiquis repertae, aut investigationem novarum. Stulti autem malorum memoria torquentur, sapientes bona praeterita grata recordatione renovata delectant. Duo Reges: constructio interrete. Nec vero ut voluptatem expetat, natura movet infantem, sed tantum ut se ipse diligat, ut integrum se salvumque velit. Roges enim Aristonem, bonane ei videantur haec: vacuitas doloris, divitiae, valitudo; Est autem etiam actio quaedam corporis, quae motus et status naturae congruentis tenet; ","advisor3"
438109,8109,"2011-01-03T23:51:23-08:00","simple_case","Demo case","Lorem ipsum dolor sit amet, consectetur adipiscing elit. Sin kakan malitiam dixisses, ad aliud nos unum certum vitium consuetudo Latina traduceret. Cyrenaici quidem non recusant; Ad quorum et cognitionem et usum iam corroborati natura ipsa praeeunte deducimur. Nam neque virtute retinetur ille in vita, nec iis, qui sine virtute sunt, mors est oppetenda. Sic igitur in homine perfectio ista in eo potissimum, quod est optimum, id est in virtute, laudatur. ","advisor1"
448109,8109,"2011-09-05T07:46:32-07:00","simple_case","Demo case","Lorem ipsum dolor sit amet, consectetur adipiscing elit. Fadio Gallo, cuius in testamento scriptum esset se ab eo rogatum ut omnis hereditas ad filiam perveniret. Verum esto: verbum ipsum voluptatis non habet dignitatem, nec nos fortasse intellegimus. Sed emolumenta communia esse dicuntur, recte autem facta et peccata non habentur communia. Duo Reges: constructio interrete. Nihil acciderat ei, quod nollet, nisi quod anulum, quo delectabatur, in mari abiecerat. Aliam vero vim voluptatis esse, aliam nihil dolendi, nisi valde pertinax fueris, concedas necesse est. Polemoni et iam ante Aristoteli ea prima visa sunt, quae paulo ante dixi. In quibus doctissimi illi veteres inesse quiddam caeleste et divinum putaverunt. Illis videtur, qui illud non dubitant bonum dicere -; Sed quot homines, tot sententiae; Quid enim de amicitia statueris utilitatis causa expetenda vides. Quae autem natura suae primae institutionis oblita est? Sed quid attinet de rebus tam apertis plura requirere? Quid interest, nisi quod ego res notas notis verbis appello, illi nomina nova quaerunt, quibus idem dicant? Ille vero, si insipiens-quo certe, quoniam tyrannus -, numquam beatus; ","advisor4"
453662,3662,"2010-10-11T13:53:59-07:00","simple_case","Demo case","Lorem ipsum dolor sit amet, consectetur adipiscing elit. Deque his rebus satis multa in nostris de re publica libris sunt dicta a Laelio. At negat Epicurus-hoc enim vestrum lumen estquemquam, qui honeste non vivat, iucunde posse vivere. Universa enim illorum ratione cum tota vestra confligendum puto. Restincta enim sitis stabilitatem voluptatis habet, inquit, illa autem voluptas ipsius restinctionis in motu est. Duo Reges: constructio interrete. Cur fortior sit, si illud, quod tute concedis, asperum et vix ferendum putabit? Id enim volumus, id contendimus, ut officii fructus sit ipsum officium. Ita est quoddam commune officium sapientis et insipientis, ex quo efficitur versari in iis, quae media dicamus. Quare attendo te studiose et, quaecumque rebus iis, de quibus hic sermo est, nomina inponis, memoriae mando; Nec tamen ullo modo summum pecudis bonum et hominis idem mihi videri potest. ","advisor2"
463662,3662,"2010-10-09T01:40:48-07:00","simple_case","Demo case","Lorem ipsum dolor sit amet, consectetur adipiscing elit. Quis enim confidit semper sibi illud stabile et firmum permansurum, quod fragile et caducum sit? Nec vero audiendus Hieronymus, cui summum bonum est idem, quod vos interdum vel potius nimium saepe dicitis, nihil dolere. Ergo adhuc, quantum equidem intellego, causa non videtur fuisse mutandi nominis. Utrum igitur tibi litteram videor an totas paginas commovere? Summum ením bonum exposuit vacuitatem doloris; Ergo instituto veterum, quo etiam Stoici utuntur, hinc capiamus exordium. Isto modo ne improbos quidem, si essent boni viri. Oculorum, inquit Plato, est in nobis sensus acerrimus, quibus sapientiam non cernimus. De malis autem et bonis ab iis animalibus, quae nondum depravata sint, ait optime iudicari. Duo Reges: constructio interrete. Faceres tu quidem, Torquate, haec omnia; ","advisor2"
4710159,10159,"2011-03-19T18:33:35-07:00","simple_case","Demo case","Lorem ipsum dolor sit amet, consectetur adipiscing elit. Nec hoc ille non vidit, sed verborum magnificentia est et gloria delectatus. Nullum inveniri verbum potest quod magis idem declaret Latine, quod Graece, quam declarat voluptas. Duo Reges: constructio interrete. Huic ego, si negaret quicquam interesse ad beate vivendum quali uteretur victu, concederem, laudarem etiam; Quamquam ab iis philosophiam et omnes ingenuas disciplinas habemus; Quod quidem iam fit etiam in Academia. Nec enim ignoras his istud honestum non summum modo, sed etiam, ut tu vis, solum bonum videri. Idcirco enim non desideraret, quia, quod dolore caret, id in voluptate est. ","advisor3"
4810159,10159,"2011-03-03T06:19:29-08:00","simple_case","Demo case","Lorem ipsum dolor sit amet, consectetur adipiscing elit. Causa autem fuit huc veniendi ut quosdam hinc libros promerem. Itaque sensibus rationem adiunxit et ratione effecta sensus non reliquit. Quod si ita sit, cur opera philosophiae sit danda nescio. Num igitur eum postea censes anxio animo aut sollicito fuisse? Apud imperitos tum illa dicta sunt, aliquid etiam coronae datum; Et quis a Stoicis et quem ad modum diceretur, tamen ego quoque exponam, ut perspiciamus, si potuerimus, quidnam a Zenone novi sit allatum. Duo Reges: constructio interrete. Hoc est non modo cor non habere, sed ne palatum quidem. Atqui eorum nihil est eius generis, ut sit in fine atque extrerno bonorum. ","advisor4"
492836,2836,"2010-01-20T09:42:00-08:00","simple_case","Demo case","Lorem ipsum dolor sit amet, consectetur adipiscing elit. Qui convenit? Re mihi non aeque satisfacit, et quidem locis pluribus. Bonum negas esse divitias, praeposìtum esse dicis? Varietates autem iniurasque fortunae facile veteres philosophorum praeceptis instituta vita superabat. Itaque ne iustitiam quidem recte quis dixerit per se ipsam optabilem, sed quia iucunditatis vel plurimum afferat. Duo Reges: constructio interrete. Itaque illa non dico me expetere, sed legere, nec optare, sed sumere, contraria autem non fugere, sed quasi secernere. Nam Metrodorum non puto ipsum professum, sed, cum appellaretur ab Epicuro, repudiare tantum beneficium noluisse; Quod cum ille dixisset et satis disputatum videretur, in oppidum ad Pomponium perreximus omnes. Sin kakan malitiam dixisses, ad aliud nos unum certum vitium consuetudo Latina traduceret. Ergo ita: non posse honeste vivi, nisi honeste vivatur? An, partus ancillae sitne in fructu habendus, disseretur inter principes civitatis, P. ","advisor2"
502836,2836,"2010-02-25T16:58:32-08:00","simple_case","Demo case","Lorem ipsum dolor sit amet, consectetur adipiscing elit. Contineo me ab exemplis. Nec vero intermittunt aut admirationem earum rerum, quae sunt ab antiquis repertae, aut investigationem novarum. Quamquam scripsit artem rhetoricam Cleanthes, Chrysippus etiam, sed sic, ut, si quis obmutescere concupierit, nihil aliud legere debeat. Mihi enim erit isdem istis fortasse iam utendum. Cum autem venissemus in Academiae non sine causa nobilitata spatia, solitudo erat ea, quam volueramus. Non prorsus, inquit, omnisque, qui sine dolore sint, in voluptate, et ea quidem summa, esse dico. Sic igitur in homine perfectio ista in eo potissimum, quod est optimum, id est in virtute, laudatur. ","advisor2"
513372,3372,"2010-03-10T23:06:36-08:00","simple_case","Demo case","Lorem ipsum dolor sit amet, consectetur adipiscing elit. Quis enim confidit semper sibi illud stabile et firmum permansurum, quod fragile et caducum sit? Nec vero audiendus Hieronymus, cui summum bonum est idem, quod vos interdum vel potius nimium saepe dicitis, nihil dolere. Ergo adhuc, quantum equidem intellego, causa non videtur fuisse mutandi nominis. Utrum igitur tibi litteram videor an totas paginas commovere? Summum ením bonum exposuit vacuitatem doloris; Ergo instituto veterum, quo etiam Stoici utuntur, hinc capiamus exordium. Isto modo ne improbos quidem, si essent boni viri. Oculorum, inquit Plato, est in nobis sensus acerrimus, quibus sapientiam non cernimus. De malis autem et bonis ab iis animalibus, quae nondum depravata sint, ait optime iudicari. Duo Reges: constructio interrete. Faceres tu quidem, Torquate, haec omnia; ","advisor1"
523372,3372,"2010-01-06T18:01:45-08:00","simple_case","Demo case","Lorem ipsum dolor sit amet, consectetur adipiscing elit. Deinde, ubi erubuit-vis enim est permagna naturae-, confugit illuc, ut neget accedere quicquam posse ad voluptatem nihil dolentis. Illud mihi a te nimium festinanter dictum videtur, sapientis omnis esse semper beatos; Duo Reges: constructio interrete. Nam de summo mox, ut dixi, videbimus et ad id explicandum disputationem omnem conferemus. Ita multo sanguine profuso in laetitia et in victoria est mortuus. Sed in rebus apertissimis nimium longi sumus. Atque hoc loco similitudines eas, quibus illi uti solent, dissimillimas proferebas. Utrum igitur tibi litteram videor an totas paginas commovere? Miserum hominem! Si dolor summum malum est, dici aliter non potest. Tertium autem omnibus aut maximis rebus iis, quae secundum naturam sint, fruentem vivere. Quid censes eos esse facturos, qui omnino virtutem a bonorum fine segregaverunt, Epicurum, Hieronymum, illos etiam, si qui Carneadeum finem tueri volunt? ","advisor2"
533357,3357,"2010-08-29T02:57:06-07:00","simple_case","Demo case","Lorem ipsum dolor sit amet, consectetur adipiscing elit. Tu autem, si tibi illa probabantur, cur non propriis verbis ea tenebas? Hic ego: Pomponius quidem, inquam, noster iocari videtur, et fortasse suo iure. Quis, quaeso, illum negat et bonum virum et comem et humanum fuisse? Quis est, qui non oderit libidinosam, protervam adolescentiam? Nec vero pietas adversus deos nec quanta iis gratia debeatur sine explicatione naturae intellegi potest. Duo Reges: constructio interrete. Quid enim dicis omne animal, simul atque sit ortum, applicatum esse ad se diligendum esseque in se conservando occupatum? Haec et tu ita posuisti, et verba vestra sunt. Inquit, respondet: Quia, nisi quod honestum est, nullum est aliud bonum! Non quaero iam verumne sit; ","advisor3"
543357,3357,"2010-08-02T01:09:33-07:00","simple_case","Demo case","Lorem ipsum dolor sit amet, consectetur adipiscing elit. Itaque illa non dico me expetere, sed legere, nec optare, sed sumere, contraria autem non fugere, sed quasi secernere. Hic Speusippus, hic Xenocrates, hic eius auditor Polemo, cuius illa ipsa sessio fuit, quam videmus. -, sed ut hoc iudicaremus, non esse in iis partem maximam positam beate aut secus vivendi. Ita enim se Athenis collocavit, ut sit paene unus ex Atticis, ut id etiam cognomen videatur habiturus. Duo Reges: constructio interrete. Nihil minus, contraque illa hereditate dives ob eamque rem laetus. At negat Epicurus-hoc enim vestrum lumen estquemquam, qui honeste non vivat, iucunde posse vivere. Sed ad haec, nisi molestum est, habeo quae velim. Si est nihil nisi corpus, summa erunt illa: valitudo, vacuitas doloris, pulchritudo, cetera. Semper enim ex eo, quod maximas partes continet latissimeque funditur, tota res appellatur. Quaero igitur, quo modo hae tantae commendationes a natura profectae subito a sapientia relictae sint. ","advisor2"
558114,8114,"2010-04-12T22:54:54-07:00","simple_case","Demo case","Lorem ipsum dolor sit amet, consectetur adipiscing elit. At hoc in eo M. Quantum Aristoxeni ingenium consumptum videmus in musicis? Primum cur ista res digna odio est, nisi quod est turpis? Duo Reges: constructio interrete. Octavio fuit, cum illam severitatem in eo filio adhibuit, quem in adoptionem D. Neque enim disputari sine reprehensione nec cum iracundia aut pertinacia recte disputari potest. Non igitur potestis voluptate omnia dirigentes aut tueri aut retinere virtutem. Ergo in eadem voluptate eum, qui alteri misceat mulsum ipse non sitiens, et eum, qui illud sitiens bibat? Egone non intellego, quid sit don Graece, Latine voluptas? Qui enim voluptatem ipsam contemnunt, iis licet dicere se acupenserem maenae non anteponere. Quos nisi redarguimus, omnis virtus, omne decus, omnis vera laus deserenda est. ","advisor4"
568114,8114,"2011-05-28T10:51:56-07:00","simple_case","Demo case","Lorem ipsum dolor sit amet, consectetur adipiscing elit. Itaque illa non dico me expetere, sed legere, nec optare, sed sumere, contraria autem non fugere, sed quasi secernere. Non autem hoc: igitur ne illud quidem. Certe nihil nisi quod possit ipsum propter se iure laudari. Hic ambiguo ludimur. Hoc uno captus Erillus scientiam summum bonum esse defendit nec rem ullam aliam per se expetendam. Videmusne ut pueri ne verberibus quidem a contemplandis rebus perquirendisque deterreantur? In primo enim ortu inest teneritas ac mollitia quaedam, ut nec res videre optimas nec agere possint. Duo Reges: constructio interrete. Vidit Homerus probari fabulam non posse, si cantiunculis tantus irretitus vir teneretur; Diodorus, eius auditor, adiungit ad honestatem vacuitatem doloris. Tum Lucius: Mihi vero ista valde probata sunt, quod item fratri puto. Nec vero alia sunt quaerenda contra Carneadeam illam sententiam. Mihi enim satis est, ipsis non satis. Mihi, inquam, qui te id ipsum rogavi? ","advisor4"
5710084,10084,"2011-02-06T06:53:53-08:00","simple_case","Demo case","Lorem ipsum dolor sit amet, consectetur adipiscing elit. Id enim volumus, id contendimus, ut officii fructus sit ipsum officium. Unum nescio, quo modo possit, si luxuriosus sit, finitas cupiditates habere. At enim, qua in vita est aliquid mali, ea beata esse non potest. Hoc enim identidem dicitis, non intellegere nos quam dicatis voluptatem. Atqui, inquam, Cato, si istud optinueris, traducas me ad te totum licebit. Quodsi Graeci leguntur a Graecis isdem de rebus alia ratione compositis, quid est, cur nostri a nostris non legantur? Hosne igitur laudas et hanc eorum, inquam, sententiam sequi nos censes oportere? Aliam vero vim voluptatis esse, aliam nihil dolendi, nisi valde pertinax fueris, concedas necesse est. Duo Reges: constructio interrete. Quaero igitur, quo modo hae tantae commendationes a natura profectae subito a sapientia relictae sint. Nam quibus rebus efficiuntur voluptates, eae non sunt in potestate sapientis. Tecum optime, deinde etiam cum mediocri amico. Varietates autem iniurasque fortunae facile veteres philosophorum praeceptis instituta vita superabat. Unum nescio, quo modo possit, si luxuriosus sit, finitas cupiditates habere. ","advisor4"
5810084,10084,"2011-03-04T01:43:36-08:00","simple_case","Demo case","Lorem ipsum dolor sit amet, consectetur adipiscing elit. Quid nunc honeste dicit? Hoc autem tempore, etsi multa in omni parte Athenarum sunt in ipsis locis indicia summorum virorum, tamen ego illa moveor exhedra. Duo Reges: constructio interrete. Quare obscurentur etiam haec, quae secundum naturam esse dicimus, in vita beata; Itaque hic ipse iam pridem est reiectus; Cur igitur easdem res, inquam, Peripateticis dicentibus verbum nullum est, quod non intellegatur? Non semper, inquam; Sunt autem, qui dicant foedus esse quoddam sapientium, ut ne minus amicos quam se ipsos diligant. Cur deinde Metrodori liberos commendas? Aut unde est hoc contritum vetustate proverbium: quicum in tenebris? ","advisor1"
598165,8165,"2011-06-28T13:22:57-07:00","simple_case","Demo case","Lorem ipsum dolor sit amet, consectetur adipiscing elit. Ex ea difficultate illae fallaciloquae, ut ait Accius, malitiae natae sunt. Ut nemo dubitet, eorum omnia officia quo spectare, quid sequi, quid fugere debeant? Quo invento omnis ab eo quasi capite de summo bono et malo disputatio ducitur. Magni enim aestimabat pecuniam non modo non contra leges, sed etiam legibus partam. Duo Reges: constructio interrete. An, partus ancillae sitne in fructu habendus, disseretur inter principes civitatis, P. Tum Piso: Quoniam igitur aliquid omnes, quid Lucius noster? Quod cum ita sit, perspicuum est omnis rectas res atque laudabilis eo referri, ut cum voluptate vivatur. ","advisor3"
608165,8165,"2011-09-26T00:32:24-07:00","simple_case","Demo case","Lorem ipsum dolor sit amet, consectetur adipiscing elit. Nam prius a se poterit quisque discedere quam appetitum earum rerum, quae sibi conducant, amittere. Si verbum sequimur, primum longius verbum praepositum quam bonum. Haec qui audierit, ut ridere non curet, discedet tamen nihilo firmior ad dolorem ferendum, quam venerat. Duo Reges: constructio interrete. Se dicere inter honestum et turpe nimium quantum, nescio quid inmensum, inter ceteras res nihil omnino interesse. Chrysippus autem exponens differentias animantium ait alias earum corpore excellere, alias autem animo, non nullas valere utraque re; Ergo in eadem voluptate eum, qui alteri misceat mulsum ipse non sitiens, et eum, qui illud sitiens bibat? Est autem etiam actio quaedam corporis, quae motus et status naturae congruentis tenet; Inde sermone vario sex illa a Dipylo stadia confecimus. Si enim ad populum me vocas, eum. ","advisor1"
615982,5982,"2011-10-09T00:49:08-07:00","simple_case","Demo case","Lorem ipsum dolor sit amet, consectetur adipiscing elit. Qui cum praetor quaestionem inter sicarios exercuisset, ita aperte cepit pecunias ob rem iudicandam, ut anno proximo P. Itaque sensibus rationem adiunxit et ratione effecta sensus non reliquit. Et homini, qui ceteris animantibus plurimum praestat, praecipue a natura nihil datum esse dicemus? Crassus fuit, qui tamen solebat uti suo bono, ut hodie est noster Pompeius, cui recte facienti gratia est habenda; Duo Reges: constructio interrete. Tollenda est atque extrahenda radicitus. Quicquid enim a sapientia proficiscitur, id continuo debet expletum esse omnibus suis partibus; Tubulo putas dicere? Utinam quidem dicerent alium alio beatiorem! Iam ruinas videres. ","advisor2"
625982,5982,"2011-04-09T20:40:19-07:00","simple_case","Demo case","Lorem ipsum dolor sit amet, consectetur adipiscing elit. Re mihi non aeque satisfacit, et quidem locis pluribus. Quorum altera prosunt, nocent altera. Ea, quae dialectici nunc tradunt et docent, nonne ab illis instituta sunt aut inventa sunt? Potius ergo illa dicantur: turpe esse, viri non esse debilitari dolore, frangi, succumbere. Quamquam id quidem, infinitum est in hac urbe; Cur igitur, cum de re conveniat, non malumus usitate loqui? Duo Reges: constructio interrete. Quem si tenueris, non modo meum Ciceronem, sed etiam me ipsum abducas licebit. Quae cum ita sint, effectum est nihil esse malum, quod turpe non sit. Nam si amitti vita beata potest, beata esse non potest. Ut non sine causa ex iis memoriae ducta sit disciplina. Quis est tam dissimile homini. ","advisor3"
634404,4404,"2011-11-12T04:46:44-08:00","simple_case","Demo case","Lorem ipsum dolor sit amet, consectetur adipiscing elit. Ut necesse sit omnium rerum, quae natura vigeant, similem esse finem, non eundem. At ille pellit, qui permulcet sensum voluptate. ","advisor2"
644404,4404,"2011-02-08T11:28:23-08:00","simple_case","Demo case","Lorem ipsum dolor sit amet, consectetur adipiscing elit. Ex quo intellegitur idem illud, solum bonum esse, quod honestum sit, idque esse beate vivere: honeste, id est cum virtute, vivere. Quod idem cum vestri faciant, non satis magnam tribuunt inventoribus gratiam. Deinde prima illa, quae in congressu solemus: Quid tu, inquit, huc? Duo Reges: constructio interrete. ","advisor1"
657216,7216,"2011-04-07T07:54:55-07:00","simple_case","Demo case","Lorem ipsum dolor sit amet, consectetur adipiscing elit. At enim, qua in vita est aliquid mali, ea beata esse non potest. Potius ergo illa dicantur: turpe esse, viri non esse debilitari dolore, frangi, succumbere. Recte, inquit, intellegis. Ita multo sanguine profuso in laetitia et in victoria est mortuus. Quid enim ab antiquis ex eo genere, quod ad disserendum valet, praetermissum est? Duo Reges: constructio interrete. Primum cur ista res digna odio est, nisi quod est turpis? An me, inquam, nisi te audire vellem, censes haec dicturum fuisse? Cenasti in vita numquam bene, cum omnia in ista Consumis squilla atque acupensere cum decimano. Ne vitationem quidem doloris ipsam per se quisquam in rebus expetendis putavit, nisi etiam evitare posset. Virtutibus igitur rectissime mihi videris et ad consuetudinem nostrae orationis vitia posuisse contraria. ","advisor3"
667216,7216,"2010-12-20T06:26:45-08:00","simple_case","Demo case","Lorem ipsum dolor sit amet, consectetur adipiscing elit. Te ipsum, dignissimum maioribus tuis, voluptasne induxit, ut adolescentulus eriperes P. Sed quae tandem ista ratio est? Bene facis, inquit, quod me adiuvas, et istis quidem, quae modo dixisti, utar potius Latinis, in ceteris subvenies, si me haerentem videbis. Duo Reges: constructio interrete. Nondum autem explanatum satis, erat, quid maxime natura vellet. Mihi enim satis est, ipsis non satis. Gracchum patrem non beatiorem fuisse quam fillum, cum alter stabilire rem publicam studuerit, alter evertere. Quae in controversiam veniunt, de iis, si placet, disseramus. ","advisor4"
675622,5622,"2011-08-03T04:29:40-07:00","simple_case","Demo case","Lorem ipsum dolor sit amet, consectetur adipiscing elit. An dubium est, quin virtus ita maximam partem optineat in rebus humanis, ut reliquas obruat? Aliud est enim poëtarum more verba fundere, aliud ea, quae dicas, ratione et arte distinguere. Sed quid ages tandem, si utilitas ab amicitia, ut fit saepe, defecerit? Expectoque quid ad id, quod quaerebam, respondeas. Duo Reges: constructio interrete. Aut unde est hoc contritum vetustate proverbium: quicum in tenebris? ","advisor3"
685622,5622,"2010-02-16T13:24:39-08:00","simple_case","Demo case","Lorem ipsum dolor sit amet, consectetur adipiscing elit. Quam si explicavisset, non tam haesitaret. Omnium enim rerum principia parva sunt, sed suis progressionibus usa augentur nec sine causa; Quae cum praeponunt, ut sit aliqua rerum selectio, naturam videntur sequi; Nam si +omnino nos+ neglegemus, in Aristonea vitia incidemus et peccata obliviscemurque quae virtuti ipsi principia dederimus; Atque adhuc ea dixi, causa cur Zenoni non fuisset, quam ob rem a superiorum auctoritate discederet. Audeo dicere, inquit. Duo Reges: constructio interrete. Etenim nec iustitia nec amicitia esse omnino poterunt, nisi ipsae per se expetuntur. ","advisor1"
694975,4975,"2010-01-19T02:26:20-08:00","simple_case","Demo case","Lorem ipsum dolor sit amet, consectetur adipiscing elit. Isto modo ne improbos quidem, si essent boni viri. At iste non dolendi status non vocatur voluptas. Vide ne ista sint Manliana vestra aut maiora etiam, si imperes quod facere non possim. Cuius quidem, quoniam Stoicus fuit, sententia condemnata mihi videtur esse inanitas ista verborum. Sed ego in hoc resisto; Ex quo, id quod omnes expetunt, beate vivendi ratio inveniri et comparari potest. ","advisor2"
704975,4975,"2010-12-31T06:57:19-08:00","simple_case","Demo case","Lorem ipsum dolor sit amet, consectetur adipiscing elit. Dicam, inquam, et quidem discendi causa magis, quam quo te aut Epicurum reprehensum velim. Sine ea igitur iucunde negat posse se vivere? Idemque diviserunt naturam hominis in animum et corpus. An dubium est, quin virtus ita maximam partem optineat in rebus humanis, ut reliquas obruat? ","advisor1"
717319,7319,"2010-04-26T06:59:12-07:00","simple_case","Demo case","Lorem ipsum dolor sit amet, consectetur adipiscing elit. Graecis hoc modicum est: Leonidas, Epaminondas, tres aliqui aut quattuor; Quis Pullum Numitorium Fregellanum, proditorem, quamquam rei publicae nostrae profuit, non odit? Temporibus autem quibusdam et aut officiis debitis aut rerum necessitatibus saepe eveniet, ut et voluptates repudiandae sint et molestiae non recusandae. Sed emolumenta communia esse dicuntur, recte autem facta et peccata non habentur communia. Mihi, inquam, qui te id ipsum rogavi? Illud mihi a te nimium festinanter dictum videtur, sapientis omnis esse semper beatos; Duo Reges: constructio interrete. Etiam inchoatum, ut, si iuste depositum reddere in recte factis sit, in officiis ponatur depositum reddere; Docent enim nos, ut scis, dialectici, si ea, quae rem aliquam sequantur, falsa sint, falsam illam ipsam esse, quam sequantur. Quaero igitur, quo modo hae tantae commendationes a natura profectae subito a sapientia relictae sint. Virtutis, magnitudinis animi, patientiae, fortitudinis fomentis dolor mitigari solet. Si stante, hoc natura videlicet vult, salvam esse se, quod concedimus; Et hercule-fatendum est enim, quod sentio -mirabilis est apud illos contextus rerum. Nec vero intermittunt aut admirationem earum rerum, quae sunt ab antiquis repertae, aut investigationem novarum. ","advisor2"
727319,7319,"2010-04-17T01:16:15-07:00","simple_case","Demo case","Lorem ipsum dolor sit amet, consectetur adipiscing elit. Sextilio Rufo, cum is rem ad amicos ita deferret, se esse heredem Q. Non quam nostram quidem, inquit Pomponius iocans; Atqui perspicuum est hominem e corpore animoque constare, cum primae sint animi partes, secundae corporis. Temporibus autem quibusdam et aut officiis debitis aut rerum necessitatibus saepe eveniet, ut et voluptates repudiandae sint et molestiae non recusandae. Duo Reges: constructio interrete. Cum autem assumpta ratío est, tanto in dominatu locatur, ut omnia illa prima naturae hulus tutelae subiciantur. Nam Pyrrho, Aristo, Erillus iam diu abiecti. Nihilne te delectat umquam -video, quicum loquar-, te igitur, Torquate, ipsum per se nihil delectat? Neque solum ea communia, verum etiam paria esse dixerunt. Utinam quidem dicerent alium alio beatiorem! Iam ruinas videres. Nec vero ut voluptatem expetat, natura movet infantem, sed tantum ut se ipse diligat, ut integrum se salvumque velit. Idem fecisset Epicurus, si sententiam hanc, quae nunc Hieronymi est, coniunxisset cum Aristippi vetere sententia. Quae fere omnia appellantur uno ingenii nomine, easque virtutes qui habent, ingeniosi vocantur. Ex quo illud efficitur, qui bene cenent omnis libenter cenare, qui libenter, non continuo bene. ","advisor4"
73978,978,"2010-02-15T18:42:14-08:00","simple_case","Demo case","Lorem ipsum dolor sit amet, consectetur adipiscing elit. Hoc dictum in una re latissime patet, ut in omnibus factis re, non teste moveamur. Qualis ista philosophia est, quae non interitum afferat pravitatis, sed sit contenta mediocritate vitiorum? Quo plebiscito decreta a senatu est consuli quaestio Cn. Inde sermone vario sex illa a Dipylo stadia confecimus. Sin dicit obscurari quaedam nec apparere, quia valde parva sint, nos quoque concedimus; Rationis enim perfectio est virtus; Duo Reges: constructio interrete. Itaque nostrum est-quod nostrum dico, artis est-ad ea principia, quae accepimus. Quantum Aristoxeni ingenium consumptum videmus in musicis? Hunc igitur finem illi tenuerunt, quodque ego pluribus verbis, illi brevius secundum naturam vivere, hoc iis bonorum videbatur extremum. ","advisor4"
